player_name,team_abbreviation,age,player_height,player_weight,gp,pts,reb,ast,net_rating,ts_pct,gp_pred,pts_pred,reb_pred,ast_pred
Donovan Williams,ATL,21.0,198.12,86.18248,2,2.0,1.0,0.0,60.0,0.4,18.47,5.126999999999998,1.7250000000000005,0.9449999999999996
Donte DiVincenzo,GSW,26.0,193.04,92.079176,72,9.4,4.5,3.5,2.9,0.593,67.12,9.559000000000001,3.78,2.91
Dorian Finney-Smith,BKN,30.0,200.66,99.79024,66,8.3,4.8,1.5,-0.3,0.523,55.14,7.404,3.68,1.442
Dennis Schroder,LAL,29.0,185.42,78.017824,66,12.6,2.5,4.5,2.8,0.545,67.16000000000001,11.555000000000001,2.865,4.185
Doug McDermott,SAS,31.0,198.12,102.0582,64,10.2,2.2,1.4,-9.7,0.59,58.97,8.173,2.292,1.3719999999999999
Deni Avdija,WAS,22.0,205.74,95.25432,76,9.2,6.4,2.8,-0.8,0.535,67.05000000000001,10.648,6.087999999999999,2.862
Dejounte Murray,ATL,26.0,195.58,81.64656,74,20.5,5.3,6.1,-1.1,0.54,59.52,19.41599999999999,4.924000000000001,5.568
Danny Green,CLE,36.0,198.12,97.52228,11,5.5,1.3,0.5,-5.5,0.617,34.779999999999994,4.974000000000003,2.133000000000001,0.8890000000000007
Danuel House Jr.,PHI,30.0,198.12,99.79024,56,4.8,1.7,0.8,0.3,0.6,50.97,6.849,2.4140000000000006,1.0870000000000006
Dario Saric,OKC,29.0,208.28,102.0582,57,6.4,3.6,1.3,1.6,0.583,45.849999999999994,6.793000000000001,3.699,1.2320000000000009
Darius Bazley,PHX,23.0,205.74,97.975872,43,5.2,3.2,0.9,-3.6,0.524,47.48,5.608000000000001,2.8550000000000004,1.0180000000000007
Darius Days,HOU,23.0,200.66,111.13004,4,3.8,1.5,0.3,-0.2,0.5820000000000001,24.749999999999996,4.7280000000000015,2.2539999999999996,0.6990000000000003
Darius Garland,CLE,23.0,185.42,87.089664,69,21.6,2.7,7.8,8.0,0.5870000000000001,67.14000000000001,22.063999999999993,3.3129999999999997,7.485000000000005
David Duke Jr.,BKN,23.0,193.04,92.532768,23,3.7,1.3,0.9,-6.3,0.497,43.42,5.525999999999998,2.1800000000000006,1.208
David Roddy,MEM,22.0,193.04,115.66596,70,6.7,2.8,0.8,-1.9,0.519,63.22999999999999,8.252,3.458,1.5630000000000002
Davion Mitchell,SAC,24.0,182.88,91.625584,80,5.6,1.3,2.3,2.7,0.545,52.62,6.568,2.2510000000000003,2.267
Davis Bertans,DAL,30.0,208.28,102.0582,45,4.6,1.2,0.5,-4.3,0.618,56.85,6.959999999999999,3.0350000000000006,1.1440000000000003
Davon Reed,LAL,28.0,195.58,93.439952,43,2.1,1.4,0.5,-14.1,0.471,28.450000000000003,3.406000000000005,1.8439999999999988,0.7619999999999998
Day'Ron Sharpe,BKN,21.0,205.74,120.20188,48,4.7,4.2,0.8,-8.8,0.581,32.25,4.635,3.2910000000000004,0.7020000000000002
De'Aaron Fox,SAC,25.0,190.5,83.91452,73,25.0,4.2,6.1,3.1,0.599,60.49,27.278,5.393,6.095999999999998
De'Andre Hunter,ATL,25.0,203.2,100.243832,67,15.4,4.2,1.4,-0.6,0.563,66.1,16.084,4.268,2.297
De'Anthony Melton,PHI,25.0,187.96,90.7184,77,10.1,4.1,2.6,2.7,0.5660000000000001,70.57,9.875,3.6189999999999998,2.627
DeAndre Jordan,DEN,34.0,210.82,120.20188,39,5.1,5.2,0.9,-8.4,0.731,39.9,5.377,4.237,0.8350000000000004
DeMar DeRozan,CHI,33.0,198.12,99.79024,74,24.5,4.6,5.1,1.5,0.5920000000000001,68.62,23.749000000000002,4.761,4.823999999999999
Dean Wade,CLE,26.0,205.74,103.418976,44,4.7,3.4,0.8,6.5,0.55,38.93,4.648999999999997,2.505000000000001,0.8419999999999992
Deandre Ayton,PHX,24.0,213.36,113.398,67,18.0,10.0,1.7,0.0,0.617,65.03,16.531000000000006,9.143000000000004,2.015
Delon Wright,WAS,31.0,195.58,83.91452,50,7.4,3.6,3.9,3.2,0.581,59.260000000000005,7.959000000000001,3.2729999999999992,2.9300000000000006
Draymond Green,GSW,33.0,198.12,104.32616,73,8.5,7.2,6.8,7.0,0.5920000000000001,65.65,12.362,5.427,4.481
Drew Eubanks,POR,26.0,208.28,111.13004,78,6.6,5.4,1.3,-4.1,0.6659999999999999,61.87,7.596,5.58,1.456
Dru Smith,BKN,25.0,190.5,92.079176,15,2.9,1.6,1.5,-8.8,0.475,40.47999999999999,4.140000000000003,1.6900000000000004,1.4789999999999999
George Hill,IND,37.0,193.04,85.275296,46,5.0,1.8,2.4,1.9,0.61,51.81,6.244,2.0260000000000007,2.559
Georges Niang,PHI,30.0,200.66,104.32616,78,8.2,2.4,1.0,1.3,0.61,70.75999999999999,8.211999999999996,2.59,1.1880000000000008
Giannis Antetokounmpo,MIL,28.0,213.36,110.222856,63,31.1,11.8,5.7,7.2,0.605,64.35000000000002,31.21499999999999,11.047999999999991,5.645
Goga Bitadze,ORL,23.0,210.82,113.398,38,4.4,3.6,1.0,3.7,0.5820000000000001,33.050000000000004,4.071999999999999,3.0580000000000003,0.8309999999999986
Goran Dragic,MIL,37.0,193.04,86.18248,58,6.3,1.4,2.6,-0.6,0.514,53.85,6.490999999999996,1.790999999999999,2.4829999999999997
Gordon Hayward,CHA,33.0,200.66,102.0582,50,14.7,4.3,4.1,-3.3,0.563,67.6,14.337,4.093,3.423
Gorgui Dieng,SAS,33.0,208.28,112.490816,31,3.9,3.5,1.7,-18.6,0.493,36.41,5.685999999999999,3.4939999999999998,1.8970000000000002
Grant Williams,BOS,24.0,198.12,107.047712,79,8.1,4.6,1.7,5.9,0.605,61.47,8.676,4.4079999999999995,1.6979999999999995
Grayson Allen,MIL,27.0,193.04,89.811216,72,10.4,3.3,2.3,4.9,0.612,66.86999999999999,10.753,3.441,2.463
Greg Brown III,POR,21.0,200.66,93.439952,16,1.8,1.2,0.2,-3.4,0.421,31.61,4.218000000000001,2.3609999999999993,0.732
Hamidou Diallo,DET,24.0,195.58,91.625584,56,9.3,3.5,1.0,-0.6,0.593,64.24,9.151,4.05,1.4140000000000004
Harrison Barnes,SAC,31.0,203.2,102.0582,82,15.0,4.5,1.6,4.8,0.632,64.25,16.906999999999996,4.501,2.5029999999999997
Haywood Highsmith,MIA,26.0,195.58,99.79024,54,4.4,3.5,0.8,-5.2,0.517,43.35,5.537000000000001,2.623000000000001,1.0509999999999997
Herbert Jones,NOP,24.0,200.66,93.439952,66,9.8,4.1,2.5,3.9,0.5670000000000001,63.47,10.911999999999999,3.898,2.409
Immanuel Quickley,NYK,24.0,187.96,86.18248,81,14.9,4.2,3.4,6.2,0.578,65.76,14.857,3.856,3.2889999999999997
Isaac Okoro,CLE,22.0,195.58,102.0582,76,6.4,2.5,1.1,5.4,0.614,67.5,8.163,3.223,1.471
Isaiah Hartenstein,NYK,25.0,213.36,113.398,82,5.0,6.5,1.2,4.4,0.5670000000000001,65.63999999999999,7.866000000000001,7.216999999999999,1.7280000000000002
Isaiah Jackson,IND,21.0,205.74,92.98636,63,7.2,4.5,0.8,-5.6,0.595,53.7,7.635,4.643000000000001,1.2039999999999995
Isaiah Joe,OKC,23.0,190.5,74.84268,73,9.5,2.4,1.2,5.1,0.626,65.98,9.102,2.7450000000000006,1.754
Gary Trent Jr.,TOR,24.0,195.58,94.800728,66,17.4,2.6,1.6,-2.1,0.56,65.66999999999999,17.57099999999999,3.641,2.6340000000000003
Gary Payton II,GSW,30.0,187.96,88.45044,22,4.6,3.1,1.4,5.4,0.701,37.58,4.0419999999999945,2.2159999999999993,1.2059999999999993
Gary Harris,ORL,28.0,193.04,95.25432,48,8.3,2.0,1.2,-2.8,0.62,55.77,7.52,2.404,1.3380000000000005
Garrison Mathews,ATL,26.0,198.12,97.52228,54,4.8,1.4,0.5,-6.4,0.573,50.88,6.585999999999999,2.2380000000000018,1.0470000000000002
Duane Washington Jr.,NYK,23.0,187.96,89.357624,31,7.9,1.2,2.0,-0.5,0.4579999999999999,45.4,7.615,1.954,2.224
Duncan Robinson,MIA,29.0,200.66,97.52228,42,6.4,1.6,1.1,-5.0,0.534,48.47,7.566000000000001,2.4560000000000013,1.4890000000000003
Dwight Powell,DAL,31.0,208.28,108.86208,76,6.7,4.1,0.9,6.2,0.738,62.72999999999999,8.034,5.127000000000001,1.4469999999999998
Dylan Windler,CLE,26.0,200.66,88.904032,3,1.7,0.0,0.3,4.4,0.833,22.170000000000012,5.133000000000002,2.1640000000000006,1.2629999999999995
Dyson Daniels,NOP,20.0,200.66,90.264808,59,3.8,3.2,2.3,0.4,0.503,33.94,4.778999999999996,2.490000000000001,1.9110000000000003
Edmond Sumner,BKN,27.0,193.04,88.904032,53,7.1,1.5,1.3,1.7,0.597,55.13,7.575,2.2380000000000004,1.5970000000000004
Eric Gordon,LAC,34.0,190.5,97.52228,69,12.4,1.9,2.7,-5.8,0.5870000000000001,68.32000000000001,11.293000000000001,2.467999999999999,2.6690000000000005
Eugene Omoruyi,DET,26.0,198.12,106.59412,40,7.0,2.8,0.7,-1.9,0.5329999999999999,54.78,7.276000000000001,3.3520000000000003,1.2470000000000003
Evan Fournier,NYK,30.0,198.12,92.98636,27,6.1,1.8,1.3,-4.7,0.471,41.72,5.767999999999997,2.171000000000001,1.2550000000000003
Daniel Theis,IND,31.0,203.2,111.13004,7,7.0,3.1,1.3,-8.2,0.497,43.88999999999999,5.788000000000002,2.7590000000000003,1.0210000000000004
Evan Mobley,CLE,22.0,210.82,97.52228,79,16.2,9.0,2.8,6.5,0.591,68.53,15.3,8.436000000000003,2.553
Frank Jackson,UTA,25.0,190.5,92.98636,1,0.0,2.0,1.0,-22.2,0.0,24.38000000000002,5.531999999999998,2.278999999999999,1.3019999999999996
Frank Kaminsky,HOU,30.0,213.36,108.86208,36,2.5,1.4,0.9,-1.9,0.635,43.16,4.946999999999999,3.052,1.1379999999999992
Frank Ntilikina,DAL,24.0,193.04,90.7184,47,2.9,1.3,1.2,5.1,0.461,50.54,5.340999999999998,1.855,1.5179999999999998
Franz Wagner,ORL,21.0,208.28,99.79024,80,18.6,4.1,3.5,1.2,0.589,65.57,19.279999999999994,4.5169999999999995,3.5699999999999994
Fred VanVleet,TOR,29.0,182.88,89.357624,69,19.3,4.1,7.2,3.3,0.54,66.27000000000001,18.708,4.104,6.548
Furkan Korkmaz,PHI,25.0,200.66,91.625584,37,3.8,1.1,0.6,1.4,0.552,45.82,6.085999999999998,2.1350000000000007,1.1560000000000001
Gabe Vincent,MIA,27.0,187.96,90.7184,68,9.4,2.1,2.5,-0.7,0.5329999999999999,63.61,8.983,2.37,2.551
Gabe York,IND,29.0,190.5,86.18248,3,8.0,2.0,1.7,17.4,0.5479999999999999,43.129999999999995,7.478000000000001,2.240000000000001,1.584
Garrett Temple,NOP,37.0,198.12,88.45044,25,2.0,0.7,0.5,-5.3,0.535,33.730000000000004,3.4680000000000017,1.8589999999999995,0.7669999999999988
Facundo Campazzo,DAL,32.0,177.8,88.45044,8,1.3,0.3,1.1,11.0,0.36,24.19000000000002,3.3579999999999997,1.7669999999999995,1.4349999999999998
Daniel Gafford,WAS,24.0,208.28,106.140528,78,9.0,5.6,1.1,-2.5,0.7390000000000001,62.3,8.523,5.436999999999999,1.113
Damion Lee,PHX,30.0,195.58,95.25432,74,8.2,3.0,1.3,2.7,0.607,69.66,9.036999999999999,3.5300000000000002,1.5319999999999998
Damian Lillard,POR,32.0,187.96,88.45044,58,32.2,4.8,7.3,2.1,0.645,59.849999999999994,27.309999999999995,4.957999999999999,7.813000000000001
Anthony Gill,WAS,30.0,203.2,104.32616,59,3.3,1.7,0.6,-0.8,0.604,50.31,6.799000000000001,2.6760000000000006,1.0110000000000001
Anthony Lamb,GSW,25.0,198.12,102.965384,62,6.7,3.5,1.5,1.7,0.61,59.33,7.663,3.846,1.612
Austin Reaves,LAL,25.0,195.58,89.357624,64,13.0,3.0,3.4,4.9,0.687,68.91,12.665,3.0050000000000003,3.4229999999999996
Austin Rivers,MIN,30.0,193.04,90.7184,52,4.9,1.6,1.4,-4.9,0.564,52.35,6.430999999999999,2.0910000000000006,1.6600000000000001
Ayo Dosunmu,CHI,23.0,195.58,90.7184,80,8.6,2.8,2.6,-1.3,0.5670000000000001,67.76,9.997,3.0220000000000002,2.811
Bam Adebayo,MIA,25.0,205.74,115.66596,75,20.4,9.2,3.2,1.8,0.5920000000000001,55.08,20.49500000000001,9.241999999999997,3.3420000000000005
Ben Simmons,BKN,26.0,208.28,108.86208,42,6.9,6.3,6.1,2.1,0.5589999999999999,61.17,12.349,5.547999999999998,3.715
Bennedict Mathurin,IND,21.0,195.58,95.25432,78,16.7,4.1,1.5,-4.3,0.5660000000000001,62.019999999999996,17.291999999999998,4.607,2.539
Bismack Biyombo,PHX,30.0,203.2,115.66596,61,4.3,4.3,0.9,3.1,0.555,42.099999999999994,5.630000000000002,3.518,0.8919999999999999
Blake Griffin,BOS,34.0,205.74,113.398,41,4.1,3.8,1.5,9.9,0.59,38.99999999999999,5.071999999999999,3.62,1.327
Blake Wesley,SAS,20.0,193.04,83.91452,37,5.0,2.2,2.6,-13.4,0.3929999999999999,45.410000000000004,5.972999999999998,1.933,2.525
Boban Marjanovic,HOU,34.0,223.52,131.54168,31,3.3,1.9,0.3,18.5,0.71,41.14000000000001,4.688,3.3870000000000005,0.659999999999999
Bobby Portis,MIL,28.0,210.82,113.398,70,14.1,9.6,1.5,-0.1,0.575,65.08999999999999,14.554999999999996,9.447000000000005,1.7420000000000004
Bogdan Bogdanovic,ATL,30.0,195.58,102.0582,54,14.0,3.1,2.8,1.2,0.586,71.34,14.148000000000003,3.3960000000000004,3.1060000000000008
Bojan Bogdanovic,DET,34.0,200.66,102.511792,59,21.6,3.8,2.6,-8.2,0.627,66.76,20.768,4.592,3.0669999999999993
Bol Bol,ORL,23.0,218.44,99.79024,70,9.1,5.8,1.0,-4.4,0.603,53.85,7.917,4.491,0.9990000000000008
Bones Hyland,LAC,22.0,187.96,76.657048,56,11.8,2.4,3.1,-5.3,0.535,57.32,10.655000000000001,2.641,3.3599999999999994
Bradley Beal,WAS,30.0,193.04,93.893544,50,23.2,3.9,5.4,0.7,0.593,66.98,24.306999999999995,4.411,5.510999999999999
Brandon Boston Jr.,LAC,21.0,198.12,85.275296,22,6.5,1.4,0.9,-7.7,0.515,41.53,5.79,2.1920000000000006,1.2050000000000003
Anthony Edwards,MIN,21.0,193.04,102.0582,79,24.6,5.8,4.4,1.9,0.564,69.85,24.824,5.880000000000001,4.247000000000002
Anthony Davis,LAL,30.0,208.28,114.758776,56,25.9,12.5,2.6,4.8,0.627,50.18,23.228,10.219999999999995,3.755
Anfernee Simons,POR,24.0,190.5,82.10015200000001,62,21.1,2.6,4.1,-1.6,0.581,69.81,21.48699999999999,3.826,4.378000000000001
Andrew Wiggins,GSW,28.0,200.66,89.357624,37,17.1,5.0,2.3,5.2,0.564,55.86,16.549999999999997,5.065,2.586
A.J. Lawson,DAL,22.0,198.12,81.19296800000001,15,3.7,1.4,0.1,-20.1,0.589,28.840000000000007,4.064000000000001,1.9839999999999998,0.635
AJ Green,MIL,23.0,195.58,86.18248,35,4.4,1.3,0.6,-4.9,0.607,50.62,6.351999999999997,2.422000000000001,1.258
AJ Griffin,ATL,19.0,198.12,99.79024,72,8.9,2.1,1.0,1.5,0.5770000000000001,61.11,8.285,2.3549999999999995,1.3650000000000007
Aaron Gordon,DEN,27.0,203.2,106.59412,68,16.3,6.6,3.0,12.1,0.617,70.13000000000001,14.467999999999998,6.767,2.923
Aaron Holiday,ATL,26.0,182.88,83.91452,63,3.9,1.2,1.4,0.9,0.528,53.73,5.775999999999998,1.9060000000000017,1.771
Aaron Nesmith,IND,23.0,195.58,97.52228,73,10.1,3.8,1.3,-4.7,0.5660000000000001,63.03,9.444,3.809,1.517
Aaron Wiggins,OKC,24.0,195.58,86.18248,70,6.8,3.0,1.1,1.5,0.607,64.8,8.642,3.755,1.6189999999999998
Admiral Schofield,ORL,26.0,195.58,109.315672,37,4.2,1.7,0.8,-8.3,0.5870000000000001,49.64,6.0840000000000005,2.415000000000001,1.1380000000000001
Al Horford,BOS,37.0,205.74,108.86208,63,9.8,6.2,3.0,7.8,0.631,65.09,9.748,5.9399999999999995,2.46
Brandon Clarke,MEM,26.0,203.2,97.52228,56,10.0,5.5,1.3,0.7,0.6809999999999999,47.04,7.75,4.193,1.122
Alec Burks,DET,31.0,198.12,97.068688,51,12.8,3.1,2.2,-1.0,0.602,63.89,11.561,3.106,2.423
Alex Caruso,CHI,29.0,195.58,84.368112,67,5.6,2.9,2.9,6.1,0.588,57.46,7.851000000000003,3.0140000000000002,3.3039999999999994
Alex Len,SAC,30.0,218.44,113.398,26,1.7,2.3,0.5,6.6,0.58,38.19,3.8590000000000027,2.7909999999999995,0.6249999999999993
Alize Johnson,SAS,27.0,203.2,96.161504,4,1.8,2.5,0.3,19.0,0.509,22.499999999999986,3.011000000000002,1.9959999999999993,0.5869999999999995
Alondes Williams,BKN,24.0,193.04,95.25432,1,0.0,1.0,0.0,-53.0,0.0,16.989999999999995,4.3589999999999955,1.787,0.8779999999999999
Alperen Sengun,HOU,20.0,210.82,110.222856,75,14.8,9.0,3.9,-7.8,0.599,62.31,15.224,8.568000000000003,3.083
Amir Coffey,LAC,26.0,200.66,95.25432,50,3.4,1.1,1.1,-8.9,0.498,41.94,5.187999999999998,1.8079999999999994,1.256
Andre Drummond,CHI,29.0,210.82,126.552168,67,6.0,6.6,0.5,2.6,0.606,50.74,6.765,5.108,0.937
Andre Iguodala,GSW,39.0,198.12,97.52228,8,2.1,2.1,2.4,12.0,0.521,36.08999999999999,4.598,2.156,1.6360000000000001
Andrew Nembhard,IND,23.0,190.5,86.636072,75,9.5,2.7,4.5,-5.9,0.528,69.57000000000001,10.255,2.927,4.156999999999998
Aleksej Pokusevski,OKC,21.0,213.36,95.25432,34,8.1,4.7,1.9,-12.7,0.522,57.629999999999995,9.581999999999999,4.950000000000001,2.265
Isaiah Livers,DET,24.0,198.12,105.233344,52,6.7,2.8,0.8,-7.8,0.5670000000000001,49.47,6.740999999999999,2.6390000000000002,1.2469999999999999
Brandon Ingram,NOP,25.0,203.2,86.18248,45,24.7,5.5,5.8,3.0,0.5820000000000001,54.49,25.185000000000002,5.8469999999999995,5.2829999999999995
Brook Lopez,MIL,35.0,215.9,127.912944,78,15.9,6.7,1.3,7.1,0.63,66.60999999999999,14.917999999999996,7.494,1.8690000000000002
Chris Silva,DAL,26.0,203.2,106.140528,1,2.0,0.0,0.0,12.5,1.0,20.389999999999993,4.2419999999999956,1.7100000000000009,0.8439999999999992
Christian Braun,DEN,22.0,198.12,99.79024,76,4.7,2.4,0.8,-4.3,0.568,57.0,7.573999999999999,3.0130000000000003,1.3770000000000002
Christian Koloko,TOR,23.0,213.36,104.32616,58,3.1,2.9,0.5,9.0,0.517,44.03,5.251999999999999,2.8460000000000005,0.7429999999999994
Christian Wood,DAL,27.0,205.74,97.068688,67,16.6,7.3,1.8,-1.3,0.624,64.75999999999999,15.919,7.239999999999997,2.112
Chuma Okeke,ORL,24.0,203.2,103.872568,27,4.7,3.6,1.4,-10.8,0.488,37.97,4.178999999999998,2.5439999999999996,1.0719999999999996
Clint Capela,ATL,29.0,208.28,116.119552,65,12.0,11.0,0.9,-1.1,0.6559999999999999,65.28,12.399000000000001,10.474000000000006,1.2590000000000008
Coby White,CHI,23.0,195.58,88.45044,74,9.7,2.9,2.8,4.0,0.5720000000000001,67.72,10.925,2.969,2.8680000000000003
Cody Martin,CHA,27.0,198.12,92.98636,7,5.0,3.4,1.6,-9.7,0.4479999999999999,32.19,5.001000000000001,2.372,1.172
Cody Zeller,MIA,30.0,210.82,108.86208,15,6.5,4.3,0.7,-10.3,0.659,38.31999999999999,6.593000000000002,4.025,0.7269999999999999
Cole Anthony,ORL,23.0,190.5,83.91452,60,13.0,4.8,3.9,-0.1,0.57,62.98,11.169,3.893,3.328
Cole Swider,LAL,24.0,205.74,99.79024,7,1.3,1.0,0.6,3.3,0.5,38.18,3.9370000000000003,2.278999999999999,0.7860000000000003
Collin Sexton,UTA,24.0,187.96,86.18248,48,14.3,2.2,2.9,0.1,0.616,62.989999999999995,13.918,2.97,3.271
Corey Kispert,WAS,24.0,198.12,101.604608,74,11.1,2.8,1.2,-3.2,0.657,63.980000000000004,9.101,2.872,1.435
Cory Joseph,DET,31.0,190.5,90.7184,62,6.9,1.7,3.5,-4.1,0.5579999999999999,60.64,7.860000000000001,2.2490000000000006,3.3150000000000004
D'Angelo Russell,LAL,27.0,193.04,87.543256,71,17.8,3.0,6.2,1.5,0.605,65.69,17.154,3.61,6.179
Daishen Nix,HOU,21.0,193.04,102.511792,57,4.0,1.7,2.3,-8.2,0.447,39.7,4.756999999999998,1.785000000000001,1.9750000000000003
Dalano Banton,TOR,23.0,200.66,92.532768,31,4.6,1.5,1.2,-6.5,0.505,42.14,5.6199999999999966,2.4090000000000007,1.6000000000000005
Dalen Terry,CHI,20.0,200.66,88.45044,38,2.2,1.0,0.6,3.3,0.523,31.499999999999996,4.301000000000001,2.2769999999999992,1.0409999999999997
Damian Jones,UTA,28.0,210.82,111.13004,41,3.5,3.0,0.4,-9.0,0.7190000000000001,46.58,5.400999999999998,3.718,0.647999999999999
Chris Paul,PHX,38.0,182.88,79.3786,59,13.9,4.3,8.9,2.3,0.555,58.01,14.843999999999998,4.127,7.394000000000004
Chris Duarte,IND,26.0,195.58,86.18248,46,7.9,2.5,1.4,-6.2,0.496,53.7,7.580000000000001,2.3440000000000003,1.5100000000000002
Chris Boucher,TOR,30.0,205.74,90.7184,76,9.4,5.5,0.4,-1.3,0.59,67.63,9.712,5.471000000000001,0.830000000000001
Chimezie Metu,SAC,26.0,205.74,102.0582,66,4.9,3.0,0.6,6.7,0.639,48.84,6.232000000000001,3.398,1.0240000000000002
Bruce Brown,DEN,26.0,193.04,91.625584,80,11.5,4.1,3.4,0.8,0.5710000000000001,70.39,11.049,3.519,3.007
Bruno Fernando,ATL,24.0,208.28,108.86208,39,3.9,3.5,0.8,-8.9,0.5710000000000001,30.30000000000001,4.367000000000001,3.2600000000000007,0.8039999999999996
Bryce McGowens,CHA,20.0,198.12,79.3786,46,5.3,2.0,1.2,-9.7,0.519,44.790000000000006,5.991999999999997,1.9689999999999996,1.295
Bryn Forbes,MIN,29.0,187.96,92.98636,25,3.6,0.6,0.7,-8.5,0.497,44.79,5.330999999999997,2.1340000000000003,1.0999999999999996
Buddy Boeheim,DET,23.0,198.12,92.98636,10,1.6,0.6,0.4,2.7,0.287,34.22999999999999,3.492,2.006,0.7840000000000003
Buddy Hield,IND,30.0,193.04,99.79024,80,16.8,5.0,2.8,-1.9,0.614,70.9,17.617999999999995,4.820000000000001,2.877
CJ McCollum,NOP,31.0,190.5,86.18248,75,20.9,4.4,5.7,1.1,0.541,68.85,21.864000000000004,4.566,5.465999999999999
Cade Cunningham,DET,21.0,200.66,99.79024,12,19.9,6.2,6.0,-6.1,0.492,46.06,21.105000000000008,5.694999999999999,5.995000000000002
Caleb Houstan,ORL,20.0,203.2,92.98636,51,3.8,1.9,0.6,-5.3,0.508,46.739999999999995,5.889999999999999,2.248000000000001,1.036999999999999
Braxton Key,DET,26.0,203.2,102.0582,3,1.3,0.3,0.0,-4.5,1.064,27.939999999999994,3.043999999999995,1.7350000000000003,0.6729999999999992
Caleb Martin,MIA,27.0,195.58,92.98636,71,9.6,4.8,1.6,0.0,0.5710000000000001,59.05,8.578000000000001,3.885,1.725
Cam Thomas,BKN,21.0,190.5,95.25432,57,10.6,1.7,1.4,-1.6,0.5670000000000001,58.76,9.506,2.3310000000000013,1.834
Cameron Johnson,BKN,27.0,203.2,95.25432,42,15.5,4.4,1.9,6.6,0.617,60.93,15.545000000000002,4.393000000000001,2.2159999999999997
Cameron Payne,PHX,28.0,185.42,83.007336,48,10.3,2.2,4.5,4.1,0.512,50.93,10.036,2.3950000000000005,4.091
Caris LeVert,CLE,28.0,198.12,92.98636,74,12.1,3.8,3.9,4.5,0.546,70.25999999999999,11.83,3.488,3.4859999999999998
Carlik Jones,CHI,25.0,182.88,78.92500799999999,7,2.9,0.7,0.9,20.7,0.54,19.819999999999993,4.9730000000000025,2.3210000000000006,1.472
Cedi Osman,CLE,28.0,200.66,104.32616,77,8.7,2.3,1.5,7.5,0.579,66.63000000000001,7.907,2.476,1.371
Chance Comanche,POR,27.0,208.28,95.25432,1,7.0,3.0,0.0,-68.1,0.518,37.55,5.188,2.4209999999999994,0.8990000000000002
Charles Bassey,SAS,22.0,205.74,104.32616,35,5.7,5.5,1.4,-2.4,0.6579999999999999,49.23,6.498999999999999,4.703,1.349
Chima Moneke,SAC,27.0,195.58,101.151016,2,1.0,1.0,0.5,-57.2,0.347,25.530000000000005,5.401999999999998,2.337,1.1609999999999996
Cam Reddish,POR,23.0,200.66,98.429464,40,9.7,2.2,1.4,-9.0,0.561,51.4,8.02,2.2410000000000005,1.5550000000000002
Michael Carter-Williams,ORL,31.0,195.58,86.18248,4,4.3,1.3,1.8,-32.4,0.498,20.179999999999986,5.319999999999999,1.880000000000002,1.4790000000000005
Isaiah Mobley,CLE,23.0,203.2,107.954896,12,2.6,1.7,0.3,19.8,0.521,27.43,3.461999999999998,2.0609999999999995,0.5319999999999994
Isaiah Stewart,DET,22.0,203.2,113.398,50,11.3,8.1,1.4,-8.0,0.56,57.03,10.812,6.6030000000000015,1.4310000000000003
Kenyon Martin Jr.,HOU,22.0,200.66,97.52228,82,12.7,5.5,1.5,-8.0,0.635,60.81999999999999,12.139,4.805,1.9109999999999998
Keon Ellis,SAC,23.0,190.5,79.3786,16,1.5,0.5,0.4,-14.3,0.629,33.75,3.9689999999999985,2.2310000000000008,1.1679999999999997
Keon Johnson,POR,21.0,190.5,83.91452,40,4.7,1.1,1.5,-16.2,0.482,39.470000000000006,5.462999999999999,1.6179999999999994,1.6119999999999999
Kessler Edwards,SAC,22.0,200.66,92.079176,36,2.8,1.7,0.6,2.2,0.502,37.87,4.623999999999997,2.0490000000000004,0.8959999999999995
Kevin Durant,PHX,34.0,208.28,108.86208,47,29.1,6.7,5.0,6.8,0.677,57.96,26.714000000000013,6.833999999999998,5.1419999999999995
Kevin Huerter,SAC,24.0,200.66,89.811216,75,15.2,3.3,2.9,4.5,0.617,67.38,16.652,3.988,3.3309999999999995
Kevin Knox II,POR,23.0,200.66,97.52228,63,6.6,2.8,0.5,-11.4,0.579,57.17,7.612,3.1390000000000002,1.28
Kevin Love,MIA,34.0,203.2,113.851592,62,8.2,6.4,1.9,3.9,0.5479999999999999,58.48,8.989,5.683,1.844
Kevin Porter Jr.,HOU,23.0,193.04,92.079176,59,19.2,5.3,5.7,-8.3,0.565,61.5,17.665999999999997,4.61,4.702999999999997
Kevon Harris,ORL,26.0,198.12,97.975872,34,4.1,2.1,0.5,0.3,0.564,47.09,5.601000000000001,2.4260000000000015,0.8549999999999995
Kevon Looney,GSW,27.0,205.74,100.697424,82,7.0,9.3,2.5,4.4,0.639,58.17,8.872,8.767000000000005,1.967
Khem Birch,SAS,30.0,203.2,105.68693600000002,20,2.2,1.3,0.4,2.8,0.629,39.96,3.671999999999997,2.2529999999999983,0.575999999999999
Khris Middleton,MIL,31.0,200.66,100.697424,33,15.1,4.2,4.9,6.1,0.551,56.660000000000004,16.480999999999995,4.438000000000001,4.8569999999999975
Killian Hayes,DET,21.0,195.58,88.45044,76,10.3,2.9,6.2,-10.9,0.455,58.24,11.605,3.039,5.045
Kira Lewis Jr.,NOP,22.0,185.42,77.11064,25,4.6,1.3,0.9,11.2,0.584,41.21,5.411999999999997,2.2260000000000004,1.2039999999999997
